"obsNsubID"	"obsID"	"GenusSpecies"	"Genus"	"Species"	"status"	"subObsID"	"sppdens_inv"	"sppdens_nat"	"spperc_inv"	"spperc_nat"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"
"546"	548	107	"Aristida longiseta"	"Aristida"	"longiseta"	"N"	2	NA	NA	0	100	35.87	NA	18.27	35.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"547"	549	108	"Kochia scoparia"	"Kochia"	"scoparia"	"I"	1	NA	NA	100	0	21.1	NA	15.04	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"548"	550	108	"Artemisia frigida"	"Artemisia"	"frigida"	"N"	2	NA	NA	0	100	21.56	NA	16.36	21.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"549"	551	109	"Kochia scoparia"	"Kochia"	"scoparia"	"I"	1	NA	NA	100	0	21.1	NA	15.04	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"550"	552	109	"Carex eleocharis"	"Carex"	"eleocharis"	"N"	2	NA	NA	0	100	21.9	NA	15.56	21.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"551"	553	110	"Myrica faya"	"Myrica"	"faya"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	1.33	NA	NA	NA	NA	NA
"552"	554	110	"Metrosideros polymorpha"	"Metrosideros"	"polymorpha"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.56	NA	NA	NA	NA	NA
"553"	555	111	"Myrica faya"	"Myrica"	"faya"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	1.33	NA	NA	NA	NA	NA
"554"	556	111	"Metrosideros polymorpha"	"Metrosideros"	"polymorpha"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.56	NA	NA	NA	NA	NA
"555"	557	112	"Myrica faya"	"Myrica"	"faya"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	1.33	NA	NA	NA	NA	NA
"556"	558	112	"Metrosideros polymorpha"	"Metrosideros"	"polymorpha"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.56	NA	NA	NA	NA	NA
"557"	559	113	"Phragmites australis"	"Phragmites"	"australis"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.13	NA	NA	NA	NA	NA
"558"	560	113	"Spartina patens"	"Spartina"	"patens"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	1.87	NA	NA	NA	NA	NA
"559"	561	114	"Acacia cyclops"	"Acacia"	"cyclops"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"560"	562	114	"Pterocelastrus tricuspidatus"	"Pterocelastrus"	"tricuspidatus"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"561"	563	115	"Acacia saligna"	"Acacia"	"saligna"	"I"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"562"	564	115	"Leucospermum parile"	"Leucospermum"	"parile"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"563"	565	116	"Acacia saligna"	"Acacia"	"saligna"	"I"	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"564"	566	117	"Acacia saligna"	"Acacia"	"saligna"	"I"	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"565"	567	117	"Leucospermum parile"	"Leucospermum"	"parile"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"566"	568	118	"Solidago canadensis"	"Solidago"	"canadensis"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"567"	569	118	"Thalictrum fortunei"	"Thalictrum"	"fortunei"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"568"	570	118	"Setaria viridis"	"Setaria"	"viridis"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"569"	571	118	"Saussurea deltoidea"	"Saussurea"	"deltoidea"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"570"	572	118	"Phleum pretense"	"Phleum"	"pretense"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"571"	573	118	"Paspalum spp"	"Paspalum"	"spp"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"572"	574	118	"Miscanthus floridulus"	"Miscanthus"	"floridulus"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"573"	575	118	"Glycine soja"	"Glycine"	"soja"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"574"	576	118	"Citrus madurensis"	"Citrus"	"madurensis"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"575"	577	118	"Aster ageratoides"	"Aster"	"ageratoides"	"N"	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"576"	578	118	"Adenuphora tetraphylla"	"Adenuphora"	"tetraphylla"	"N"	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
