"GenusSpecies"	"DataID.56"	"DataID.12"	"DataID.15"	"DataID.368"	"DataID.272"	"DataID.65"	"DataID.455"	"DataID.248"	"DataID.249"	"DataID.878"	"DataID.489"	"DataID.465"	"DataID.1092"	"DataID.1093"	"DataID.1099"	"DataID.986"	"DataID.1370"	"DataID.1446"	"DataID.1470"	"DataID.487"	"DataID.488"	"DataID.101"	"DataID.1487"
"152"	"Acer platanoides"	0.131510678	19.262441040451	19.8897058822941	6.61783049741936	NA	0.8294829146	NA	18.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.6381280725	NA
"153"	"Acer pseudoplatanus"	0.172283319	15.3760270596629	23.7220588234118	4.7387200837541	NA	1.5362652715	NA	25.9	NA	NA	NA	19.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.6717684785	NA
"154"	"Acer rubrum"	NA	19.9110935035614	18.0438596874948	NA	4.89538883825714	1.03781748109524	25.6535413846154	NA	NA	NA	NA	73.025	NA	NA	NA	3.5408	NA	NA	NA	NA	NA	13.9342872103333	NA
"155"	"Acer saccharinum"	NA	23.8682488435714	23.66667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"156"	"Acer saccharum"	NA	24.7436015890612	18.592100043949	NA	9.64176073619632	1.1063832446	27.85	NA	NA	NA	29.9	73.34	NA	NA	NA	3.85556	NA	NA	NA	NA	NA	13.32	NA
"157"	"Acer sinense"	NA	33.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"158"	"Acer sp"	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	49.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"159"	"Acer spicatum"	NA	36.764705882	22.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.44833	NA	NA	NA	NA	NA	NA	NA
"160"	"Acer tataricum"	NA	NA	12.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"161"	"Aceras anthropophorum"	NA	30.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"162"	"Achillea cartilaginea"	NA	22.544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"163"	"Achillea collina"	NA	19.338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"164"	"Achillea erba"	NA	22.222	46.2	NA	NA	2.07902079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"165"	"Achillea erba-rotta"	NA	22.2133333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"166"	"Achillea lanulosa"	NA	NA	22.6	NA	8.15384615384615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"167"	"Achillea macrophylla"	NA	20.4511111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"168"	"Achillea millefolium"	NA	18.2714638333571	26.9602391277586	NA	37.1875376664	1.9266288252	27.0613807674	NA	9.5685	NA	NA	NA	NA	NA	4.801272153	34.26561875	NA	44.720084408125	NA	NA	NA	1.806900371	NA
"169"	"Achillea pannonica"	NA	8.091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"170"	"Achillea ptarmica"	NA	24.3124334660345	56.1416604913636	NA	31.295518	1.95906216072727	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.3852849996667	NA	52.142463706625	NA	NA	NA	NA	NA
"171"	"Achnatherum hookeri"	NA	NA	17.7125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"172"	"Achnatherum hymenoides"	NA	NA	23.8411764705882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"173"	"Achnatherum inebrians"	NA	13.38355227175	33.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"174"	"Achnatherum sibiricum"	NA	NA	26.2666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"175"	"Achnatherum splendens"	NA	8.85739877466667	19.4464750957586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"176"	"Achyrocline satureioides"	NA	14.286648284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"177"	"Acicarpha tribuloides"	NA	18.246931497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"178"	"Acinos alpinus"	NA	NA	16.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"179"	"Acinos arvensis"	NA	18.5721428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"180"	"Acioa barteri"	NA	NA	13.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"181"	"Acmena graveolens"	NA	6.622516556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"182"	"Acmena smithii"	NA	10.5730749546667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"183"	"Acomastylis rossii"	NA	11.9	23.7875	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"184"	"Acomastylis sp"	NA	NA	23.5731976129032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"185"	"Aconitum altaicum"	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"186"	"Aconitum gymnandrum"	NA	16.746455868	31.585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"187"	"Aconitum lycoctonum"	NA	25.426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"188"	"Aconitum napellus"	NA	20.089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"189"	"Aconitum nasutum"	NA	22.72046006	28.982570383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"190"	"Aconogonon campanulatum"	NA	19.427765317	42.818010453	NA	NA	2.19957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"191"	"Aconogonon pamiricum"	NA	8.598452278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"192"	"Acorus calamus"	NA	26.0134341507407	25.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"193"	"Acosmium cardenasii"	NA	18.559088953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"194"	"Acosmium dasycarpum"	NA	NA	24.4368421052632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"195"	"Acosmium elegans"	NA	NA	26.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"196"	"Acrocarpus fraxinifolius"	NA	NA	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"197"	"Acronychia acidula"	NA	11.764705882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"198"	"Acronychia pedunculata"	NA	9.708737864	21	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.11627	NA
"199"	"Acronychia wilcoxiana"	NA	11.169702726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"200"	"Acropogon dzumacensis"	NA	5.68	9.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"201"	"Acroporium fuscoflavum"	NA	8.928571428	6.9	NA	NA	0.0899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"202"	"Acrotome sp"	NA	NA	24.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"203"	"Acrotriche rigida"	NA	7.01215488766667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"204"	"Actaea rubra"	NA	NA	18.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"205"	"Actaea spicata"	NA	38.885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"206"	"Actinidia deliciosa"	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"207"	"Actinobole uliginosum"	NA	18.04494301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"208"	"Actinodaphne ambigua"	NA	6.535947712	11.4	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.808162	NA
"209"	"Actinodaphne borneensis"	NA	9.195117928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"210"	"Actinomeris alternifolia"	NA	35.629	35.4316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"211"	"Actinostemon communis"	NA	NA	24.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"212"	"Actinostemon concepcionis"	NA	32.4542884615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"213"	"Actinotus helianthi"	NA	8.968970588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"214"	"Actinotus minor"	NA	7.372232657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"215"	"Adelia triloba"	NA	26.9577470586818	28.62484016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"216"	"Adelobotrys adscendens"	NA	12.599399876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"217"	"Adelobotrys scandens"	NA	NA	17.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"218"	"Adenanthera pavonina"	NA	NA	29.9333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"219"	"Adenanthos cygnorum"	NA	4.299891258	8.09333333333333	NA	NA	1.8313022415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"220"	"Adenocalymma subincanum"	NA	7.152915493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"221"	"Adenocarpus foliolosus"	NA	10.017028949	38.8958	NA	NA	3.882967714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01553187	NA
"222"	"Adenophora stenanthina"	NA	NA	28.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"223"	"Adenostoma fasciculatum"	NA	4.4054946096	10.2681161379167	NA	NA	2.5059860215	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.69498	NA	NA	NA	NA	NA	0.5733421265	NA
"224"	"Adenostoma sparsifolium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA
"225"	"Adenostyles alliariae"	NA	24.769	24.96303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.49244	NA	NA	NA	NA	NA	NA	NA
"226"	"Adenostyles alpina"	NA	NA	27.24342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.0258	NA	NA	NA	NA	NA	NA	NA
"227"	"Adesmia bicolor"	NA	11.979463108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"228"	"Adiantum flabellulatum"	NA	NA	10.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"229"	"Adiantum formosum"	NA	29.242843137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"230"	"Adiantum latifolium"	NA	32.258064516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"231"	"Adiantum pedatum"	NA	39.37007874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"232"	"Adina cordifolia"	NA	8.176614881	20.9	NA	NA	2.55607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.29059972	NA
"233"	"Adinandra dumosa"	NA	7.47333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"234"	"Adinandra hainanensis"	NA	NA	11.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"235"	"Adonis aestivalis"	NA	39.0647435896667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"236"	"Adonis dentata"	NA	NA	11.2333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"237"	"Adonis vernalis"	NA	15.3932770116923	28.1	NA	NA	1.944525233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5250204	NA
"238"	"Adoxa moschatellina"	NA	38.45	37.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"239"	"Aechmea magdalenae"	NA	7.142857142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"240"	"Aechmea nudicaulis"	NA	NA	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"241"	"Aegiceras corniculatum"	NA	7.19399999966667	13.3471428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"242"	"Aegilops biuncialis"	NA	25.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"243"	"Aegilops caudata"	NA	27.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"244"	"Aegilops columnaris"	NA	24.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"245"	"Aegilops comosa"	NA	24.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"246"	"Aegilops crassa"	NA	24.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"247"	"Aegilops cylindrica"	NA	25.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"248"	"Aegilops geniculata"	NA	24.5428571428571	28.866125	NA	NA	1.1571255995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.040893883	NA
"249"	"Aegilops juvenalis"	NA	25.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"250"	"Aegilops kotschyi"	NA	25.386284501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"251"	"Aegilops longissima"	NA	31.075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"252"	"Aegilops neglecta"	NA	25.5301666666667	20.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"253"	"Aegilops ovata"	NA	22.405	27.425	NA	NA	1.2257395	17.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.127411255	NA
"254"	"Aegilops peregrina"	NA	27.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"255"	"Aegilops searsii"	NA	24.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"256"	"Aegilops speltoides"	NA	28.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"257"	"Aegilops tauschii"	NA	29.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"258"	"Aegilops triuncialis"	NA	24.92	17.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"259"	"Aegilops umbellulata"	NA	24.275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	"Aegilops uniaristata"	NA	29.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"261"	"Aegilops vavilovii"	NA	21.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"262"	"Aegilops ventricosa"	NA	28.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"263"	"Aegiphila cephalophora"	NA	24.6386681311818	34.38278593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"264"	"Aegiphila costaricensis"	NA	23.3682033835	15.5133333333333	NA	NA	0.6641819395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.348704	50.841073711
"265"	"Aegiphila elata"	NA	14.7663177345	28.19129953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"266"	"Aegiphila falcata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.928260869
"267"	"Aegiphila lhotskiana"	NA	8.333	25.775	NA	NA	3.204128165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"268"	"Aegiphila panamensis"	NA	29.660960093625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"269"	"Aegiphila scandens"	NA	NA	30.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"270"	"Aegiphila sellowiana"	NA	NA	28.0333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"271"	"Aegiphila sp"	NA	NA	33.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"272"	"Aegle marmelos"	NA	8.72600349	19.3	NA	NA	2.21178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"273"	"Aegopodium podagraria"	NA	28.9668133379091	29.8555936523	NA	NA	1.04693316366667	12.542927137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.885521569	NA
"274"	"Aeluropus littoralis"	NA	NA	14.5571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"275"	"Aeschynanthus lobbiana"	NA	13.901518218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"276"	"Aesculus californica"	NA	16.0949422405	20.3575	NA	NA	1.2871914755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.260008699	NA
"277"	"Aesculus glabra"	NA	NA	20.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"278"	"Aesculus hippocastanum"	0.184913023	14.1949044077297	22.2392857141429	4.58670336696774	NA	1.71958045	NA	35.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.22668622	NA
"279"	"Aetheopappus caucasicus"	NA	18.665520413	28.61710809	NA	NA	1.533153507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"280"	"Aethusa cynapium"	NA	33.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"281"	"Aextoxicon punctatum"	NA	7.645	10.1	NA	NA	1.288108108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"282"	"Afzelia africana"	NA	NA	29.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"283"	"Agapanthus africanus"	NA	15.69	25.4	NA	NA	1.618865519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"284"	"Agapetes meiniana"	NA	5.681818181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"285"	"Agastache foeniculum"	NA	10.8	21	NA	NA	2.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"286"	"Agathis australis"	NA	NA	7.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"287"	"Agathis borneensis"	NA	5.586592178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"288"	"Agave americana"	NA	1.852206864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.3	NA	NA	NA	NA	NA	NA	NA
"289"	"Agave attenuata"	NA	2.298850574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"290"	"Agave deserti"	NA	0.374515652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8	NA	NA	NA	NA	NA	NA	NA
"291"	"Agave fourcroydes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9	NA	NA	NA	NA	NA	NA	NA
"292"	"Agave lecheguilla"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	NA	NA	NA	NA	NA	NA	NA
"293"	"Agave micracantha"	NA	2.69	11.8	NA	NA	4.3866171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"294"	"Agave salmiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA
"295"	"Agave sisalana"	NA	NA	22.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA
"296"	"Agave tequilana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.7	NA	NA	NA	NA	NA	NA	NA
"297"	"Agave utahensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.9	NA	NA	NA	NA	NA	NA	NA
"298"	"Ageratina adenophora"	NA	36.101083032	31.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"299"	"Ageratina dendroides"	NA	NA	16.4466666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"300"	"Ageratina riparia"	NA	11.350737797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"301"	"Aglaia argentea"	NA	8.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"302"	"Aglaia elliptifolia"	NA	NA	29.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"303"	"Aglaia rohitika"	NA	24.630541871	18.1	NA	NA	0.73486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304"	"Agonis flexuosa"	NA	5.05050505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
