done	paperID	source	reject	rejectRationale	traitDataOnly	inPapers	author1	author2	author3	year	title	journal	doi
	500	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Debain	Curt	Lepart	2005	Indirect effects of grazing on the establishment of Pinus sylvestris and Pinus nigra seedlings in calcareous grasslands in relation to resource level	ECOSCIENCE	10.2980/i1195-6860-12-2-192.1
	501	search2_111714	Yes	Already picked up by search1_111714			Wolf	Beatty	Seastedt	2004	Soil characteristics of Rocky Mountain National Park grasslands invaded by Melilotus officinalis and M-alba	JOURNAL OF BIOGEOGRAPHY	
	502	search2_111714	Yes	Already picked up by search1_111714			Zhang	Ding	Luo	2010	Changes in soil organic carbon dynamics in an Eastern Chinese coastal wetland following invasion by a C-4 plant Spartina alterniflora	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2010.06.006
	503	search2_111714	Yes	Already picked up by search1_111714			Yelenik	Levine		2010	Native shrub reestablishment in exotic annual grasslands: Do ecosystem processes recover?	ECOLOGICAL APPLICATIONS	10.1890/08-2365.1
	504	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Rivero	Grunwald	Binford	2009	Integrating spectral indices into prediction models of soil phosphorus in a subtropical wetland	REMOTE SENSING OF ENVIRONMENT	10.1016/j.rse.2009.07.015
	505	search2_111714	Yes	Already picked up by search1_111714			Mazzola	Allcock	Chambers	2008	Effects of nitrogen availability and cheatgrass competition on the establishment of Vavilov Siberian wheatgrass	RANGELAND ECOLOGY & MANAGEMENT	10.2111/07-133.1
	506	search2_111714	No			Yes	Leary	Hue	Singleton	2006	The major features of an infestation by the invasive weed legume gorse (Ulex europaeus) on volcanic soils in Hawaii	BIOLOGY AND FERTILITY OF SOILS	10.1007/s00374-005-0018-9
	507	search2_111714	Yes	Already picked up by search1_111714			Kuijper	Dubbeld	Bakker	2005	Competition between two grass species with and without grazing over a productivity gradient	PLANT ECOLOGY	10.1007/s11258-005-0199-1
	508	search2_111714	Yes	Soil nitrogen is strictly an independent variable		Yes	TIEDEMANN	KLEMMEDSON		1995	THE INFLUENCE OF WESTERN JUNIPER DEVELOPMENT ON SOIL NUTRIENT AVAILABILITY	NORTHWEST SCIENCE	
	509	search2_111714	"Yes, but CHECK FOR MISSING REFS"	Review		Yes	Magesan	Wang	Clinton	2012	Nitrogen cycling in gorse-dominated ecosystems in New Zealand	NEW ZEALAND JOURNAL OF ECOLOGY	
	510	search2_111714	Yes	Already picked up by search1_111714			Knochel	Flagg	Seastedt	2010	"Effects of plant competition, seed predation, and nutrient limitation on seedling survivorship of spotted knapweed (Centaurea stoebe)"	BIOLOGICAL INVASIONS	10.1007/s10530-010-9769-9
	511	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Knochel	Monson	Seastedt	2010	Additive effects of aboveground and belowground herbivores on the dominance of spotted knapweed (Centaurea stoebe)	OECOLOGIA	10.1007/s00442-010-1708-z
	512	search2_111714	Yes	Already picked up by search1_111714			James	Mangold	Sheley	2009	Root plasticity of native and invasive Great Basin species in response to soil nitrogen heterogeneity	PLANT ECOLOGY	10.1007/s11258-008-9457-3
	513	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Honu	Chandy	Gibson	2009	"Occurrence of Non-native Species Deep in Natural Areas of the Shawnee National Forest, Southern Illinois, USA"	NATURAL AREAS JOURNAL	10.3375/043.029.0210
	514	search2_111714	Yes	Already picked up by search1_111714			Huebner	Morin	Zurbriggen	2009	Patterns of exotic plant invasions in Pennsylvania's Allegheny National Forest using intensive Forest Inventory and Analysis plots	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2008.08.036
	515	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Andrews	Maule	Hodge	2009	"Seed dormancy, nitrogen nutrition and shade acclimation of Impatiens glandulifera: implications for successful invasion of deciduous woodland"	PLANT ECOLOGY & DIVERSITY	10.1080/17550870903186256
	516	search2_111714	Yes	Already picked up by search1_111714			Domenech	Vila	Gesti	2006	"Neighbourhood association of Cortaderia selloana invasion, soil properties and plant community structure in Mediterranean coastal grasslands"	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY	10.1016/j.actao.2005.09.004
	517	search2_111714	Yes	Already picked up by search1_111714			Belnap	Sherrod	Miller	2003	Effects of soil amendments on germination and emergence of downy brome (Bromus tectorum) and Hilaria jamesii	WEED SCIENCE	10.1614/0043-1745(2003)051[0371:EOSAOG]2.0.CO;2
	518	search2_111714	Yes	Already picked up by search1_111714			Dear	Virgona		1996	Legumes in low-input perennial pastures of southern Australia: Historical role and future development	NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH	
	519	search2_111714	Yes	Already picked up by search1_111714			Hughes	Uowolo	Togia	2012	"Recovery of native forest after removal of an invasive tree, Falcataria moluccana, in American Samoa"	BIOLOGICAL INVASIONS	10.1007/s10530-011-0164-y
	520	search2_111714	Yes	Already picked up by search1_111714			Jeffers	Bonsall	Watson	2012	Climate change impacts on ecosystem functioning: evidence from an Empetrum heathland	NEW PHYTOLOGIST	10.1111/j.1469-8137.2011.03907.x
	521	search2_111714	Yes	Already picked up by search1_111714			Alberti	Leronni	Piazzi	2011	Impact of woody encroachment on soil organic carbon and nitrogen in abandoned agricultural lands along a rainfall gradient in Italy	REGIONAL ENVIRONMENTAL CHANGE	10.1007/s10113-011-0229-6
	522	search2_111714	Yes	Already picked up by search1_111714			Allen	Steers	Dickens	2011	Impacts of Fire and Invasive Species on Desert Soil Ecology	RANGELAND ECOLOGY & MANAGEMENT	10.2111/REM-D-09-00159.1
	523	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Davies	Bates	Nafus	2011	Are There Benefits to Mowing Wyoming Big Sagebrush Plant Communities? An Evaluation in Southeastern Oregon	ENVIRONMENTAL MANAGEMENT	10.1007/s00267-011-9715-3
	524	search2_111714	Yes	Already picked up by search1_111714			Bennett	Thomsen	Strauss	2011	MULTIPLE MECHANISMS ENABLE INVASIVE SPECIES TO SUPPRESS NATIVE SPECIES	AMERICAN JOURNAL OF BOTANY	10.3732/ajb.1000177
	525	search2_111714	Yes	Already picked up by search1_111714			Mazzola	Chambers	Blank	2011	Effects of resource availability and propagule supply on native species recruitment in sagebrush ecosystems invaded by Bromus tectorum	BIOLOGICAL INVASIONS	10.1007/s10530-010-9846-0
	526	search2_111714	Yes	Already picked up by search1_111714			Tanentzap	Bazely	Lafortezza	2010	Diversity-invasibility relationships across multiple scales in disturbed forest understoreys	BIOLOGICAL INVASIONS	10.1007/s10530-009-9612-3
	527	search2_111714	Yes	Already picked up by search1_111714			Miller	Seastedt		2009	Impacts of woodchip amendments and soil nutrient availability on understory vegetation establishment following thinning of a ponderosa pine forest	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2009.04.011
	528	search2_111714	Yes	Already picked up by search1_111714			DeCant			2008	"RUSSIAN OLIVE, ELAEAGNUS ANGUSTIFOLIA, ALTERS PATTERNS IN SOIL NITROGEN POOLS ALONG THE RIO GRANDE RIVER, NEW MEXICO, USA"	WETLANDS	10.1672/07-160.1
	529	search2_111714	Yes	Already picked up by search1_111714			Leonard	Monaco	Stark	2008	"Invasive Forb, Annual Grass, and Exotic Shrub Competition with Three Sagebrush-Steppe Growth Forms: Acquisition of a Spring N-15 Tracer"	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-07-038.1
	530	search2_111714	Yes	Already picked up by search1_111714			Holmes			2008	Optimal ground preparation treatments for restoring lowland Sand Fynbos vegetation on old fields	SOUTH AFRICAN JOURNAL OF BOTANY	10.1016/j.sajb.2007.08.005
	531	search2_111714	No			Yes	Blank	Sforza		2007	Plant-soil relationships of the invasive annual grass Taeniatherum caput-medusae: a reciprocal transplant experiment	PLANT AND SOIL	10.1007/s11104-007-9308-3
	532	search2_111714	No			Yes	Prevosto	Dambrine	Coquillard	2006	Broom (Cytisus scoparius) colonization after grazing abandonment in the French Massif Central: impact on vegetation composition and resource availability	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY	10.1016/j.actao.2006.05.001
	533	search2_111714	No			Yes	Herman			1997	Shrub invasion and bacterial community pattern in Swedish pasture soil	FEMS MICROBIOLOGY ECOLOGY	10.1016/S0168-6496(97)00060-3
	534	search2_111714	Yes	Already picked up by search1_111714			Frankow-Lindberg			2012	Grassland plant species diversity decreases invasion by increasing resource use	OECOLOGIA	10.1007/s00442-011-2230-7
	535	search2_111714	Yes	Already picked up by search1_111714			Leffler	Monaco	James	2011	Nitrogen acquisition by annual and perennial grass seedlings: testing the roles of performance and plasticity to explain plant invasion	PLANT ECOLOGY	10.1007/s11258-011-9933-z
	536	search2_111714	Yes	Already picked up by search1_111714			Rao	Steers	Allen	2011	Effects of natural and anthropogenic gradients on native and exotic winter annuals in a southern California Desert	PLANT ECOLOGY	10.1007/s11258-010-9888-5
	537	search2_111714	Yes	Already picked up by search1_111714			Stevens	Fehmi		2011	Early Establishment of a Native Grass Reduces the Competitive Effect of a Non-Native Grass	RESTORATION ECOLOGY	10.1111/j.1526-100X.2009.00565.x
	538	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species		Yes	Sung	Li	Rogers	2011	Investigating alien plant invasion in urban riparian forests in a hot and semi-arid region	LANDSCAPE AND URBAN PLANNING	10.1016/j.landurbplan.2010.12.014
	539	search2_111714	No			Yes	Archibald	Craig	Bialkowski	2011	Managing small remnants of native forest to increase biodiversity within plantation landscapes in the south west of Western Australia	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2011.01.004
	540	search2_111714	Yes	Already picked up by search1_111714			Peng	Fang	Li	2011	"Spartina alterniflora invasion increases soil inorganic nitrogen pools through interactions with tidal subsidies in the Yangtze Estuary, China"	OECOLOGIA	10.1007/s00442-010-1887-7
	541	search2_111714	Yes	Already picked up by search1_111714			Sharma	Muhl	Esler	2010	Competitive interactions between the alien invasive annual grass Avena fatua and indigenous herbaceous plants in South African Renosterveld: the role of nitrogen enrichment	BIOLOGICAL INVASIONS	10.1007/s10530-010-9730-y
	542	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Batish	Kaur	Singh	2009	Role of root-mediated interactions in phytotoxic interference of Ageratum conyzoides with rice (Oryza sativa)	FLORA	10.1016/j.flora.2008.05.003
	543	search2_111714	Yes	Already picked up by search1_111714			Chen	Brassard		2013	Intrinsic and Extrinsic Controls of Fine Root Life Span	CRITICAL REVIEWS IN PLANT SCIENCES	10.1080/07352689.2012.734742
	544	search2_111714	No			Yes	Wang	Staehelin	Dayan	2012	Simulated Acid Rain Accelerates Litter Decomposition and Enhances the Allelopathic Potential of the Invasive Plant Wedelia trilobata (Creeping Daisy)	WEED SCIENCE	10.1614/WS-D-12-00016.1
	545	search2_111714	Yes	Already picked up by search1_111714			He	Yu	Sun	2011	Nitrogen deposition enhances Bromus tectorum invasion: biogeographic differences in growth and competitive ability between China and North America	ECOGRAPHY	10.1111/j.1600-0587.2011.06835.x
	546	search2_111714	Yes	Already picked up by search1_111714			Thorpe	Callaway		2011	Biogeographic differences in the effects of Centaurea stoebe on the soil nitrogen cycle: novel weapons and soil microbes	BIOLOGICAL INVASIONS	10.1007/s10530-010-9902-9
	547	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Xu	Ouyang	Cao	2011	Dominant plant species shift their nitrogen uptake patterns in response to nutrient enrichment caused by a fungal fairy in an alpine meadow	PLANT AND SOIL	10.1007/s11104-010-0662-1
	548	search2_111714	Yes	Already picked up by search1_111714			Souza	Bunn	Weltzin	2011	Similar biotic factors affect early establishment and abundance of an invasive plant species across spatial scales	BIOLOGICAL INVASIONS	10.1007/s10530-010-9805-9
	549	search2_111714	Yes	Already picked up by search1_111714			Timsina	Shrestha	Rokaya	2011	Impact of Parthenium hysterophorus L. invasion on plant species composition and soil properties of grassland communities in Nepal	FLORA	10.1016/j.flora.2010.09.004
	550	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Clarkson	Smale	Williams	2011	"Drainage, soil fertility and fire frequency determine composition and structure of gumland heaths in northern New Zealand"	NEW ZEALAND JOURNAL OF ECOLOGY	
y	551	search2_111714	No			Yes	Adair	Burke		2010	Plant phenology and life span influence soil pool dynamics: Bromus tectorum invasion of perennial C-3-C-4 grass communities	PLANT AND SOIL	10.1007/s11104-010-0413-3
	552	search2_111714	Yes	Not on invasive plants			Nash	Hoffmann	Thomson	2010	Identifying signature of chemical applications on indigenous and invasive nontarget arthropod communities in vineyards	ECOLOGICAL APPLICATIONS	10.1890/09-1065.1
	553	search2_111714	Yes	Already picked up by search1_111714			DeMeester	Richter		2010	Differences in wetland nitrogen cycling between the invasive grass Microstegium vimineum and a diverse plant community	ECOLOGICAL APPLICATIONS	10.1890/09-0283.1
	554	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Styger	Fernandes	Rakotondramasy	2009	"Degrading uplands in the rainforest region of Madagascar: Fallow biomass, nutrient stocks, and soil nutrient availability"	AGROFORESTRY SYSTEMS	10.1007/s10457-009-9225-y
	555	search2_111714	Yes	Already picked up by search1_111714			Dodson	Peterson		2009	"Seeding and fertilization effects on plant cover and community recovery following wildfire in the Eastern Cascade Mountains, USA"	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2009.07.013
	556	search2_111714	Yes	Already picked up by search1_111714			Nosshi	Butler	Trlica	2007	Soil nitrogen mineralization not affected by grass species traits	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2006.11.013
	557	search2_111714	Yes	Already picked up by Liao			Mahaney	Smemo	Yavitt	2006	"Impacts of Lythrum salicaria invasion on plant community and soil properties in two wetlands in central New York, USA"	CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE	10.1139/B06-009
	558	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Walling	Zabinski		2004	Host plant differences in arbuscular mycorrhizae: Extra radical hyphae differences between an invasive forb and a native bunchgrass	PLANT AND SOIL	10.1007/s11104-005-0606-3
	559	search2_111714	No			Yes	Jensen	Cooper	Richardson	1999	Calibration of modern pollen along a nutrient gradient in Everglades Water Conservation Area-2A	WETLANDS	
	560	search2_111714	Yes	Already picked up by search1_111714			Yelenik	D'Antonio		2013	Self-reinforcing impacts of plant invasions change over time	NATURE	10.1038/nature12798
	561	search2_111714	No			Yes	Rout	Chrzanowski	Westlie	2013	BACTERIAL ENDOPHYTES ENHANCE COMPETITION BY INVASIVE PLANTS	AMERICAN JOURNAL OF BOTANY	10.3732/ajb.1200577
	562	search2_111714	Yes	Not on invasive plants			Moore	Herbst	Heady	2012	Stream community and ecosystem responses to the boom and bust of an invading snail	BIOLOGICAL INVASIONS	10.1007/s10530-012-0240-y
	563	search2_111714	No			Yes	Abella	Chiquoine	Backer	2012	Ecological Characteristics of Sites Invaded by Buffelgrass (Pennisetum ciliare)	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-D-12-00012.1
	564	search2_111714	Yes	Not on invasive plants			Greiner	Kashian	Tiegs	2012	Impacts of invasive Asian (Amynthas hilgendorfi) and European (Lumbricus rubellus) earthworms in a North American temperate deciduous forest	BIOLOGICAL INVASIONS	10.1007/s10530-012-0208-y
	565	search2_111714	No			Yes	Prober	Wiehl		2012	"Relationships among soil fertility, native plant diversity and exotic plant abundance inform restoration of forb-rich eucalypt woodlands"	DIVERSITY AND DISTRIBUTIONS	10.1111/j.1472-4642.2011.00872.x
	566	search2_111714	Yes	Already picked up by search1_111714			Jamieson	Bowers		2012	"Soil nitrogen availability and herbivore attack influence the chemical defenses of an invasive plant (Linaria dalmatica, Plantaginaceae)"	CHEMOECOLOGY	10.1007/s00049-011-0087-1
	567	search2_111714	Yes	Already picked up by search1_111714			Steers	Funk	Allen	2011	Can resource-use traits predict native vs. exotic plant success in carbon amended soils?	ECOLOGICAL APPLICATIONS	10.1890/09-2345.1
	568	search2_111714	Yes	Already picked up by search1_111714			McGlone	Sieg	Kolb	2011	"Invasion resistance and persistence: established plants win, even with disturbance and high propagule pressure"	BIOLOGICAL INVASIONS	10.1007/s10530-010-9806-8
	569	search2_111714	Yes	Already picked up by search1_111714			Brunson	Pyke	Perakis	2010	Yield Responses of Ruderal Plants to Sucrose in Invasive-Dominated Sagebrush Steppe of the Northern Great Basin	RESTORATION ECOLOGY	10.1111/j.1526-100X.2009.00644.x
	570	search2_111714	No			Yes	Fan	Chen	Yuan	2010	The effect of Lantana camara Linn. invasion on soil chemical and microbiological properties and plant biomass accumulation in southern China	GEODERMA	10.1016/j.geoderma.2009.11.010
	571	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Kangas	Tolvanen	Kalkaja	2009	Ecological Impacts of Revegetation and Management Practices of Ski Slopes in Northern Finland	ENVIRONMENTAL MANAGEMENT	10.1007/s00267-009-9336-2
	572	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Kao-Kniffin	Balser		2008	Soil fertility and the impact of exotic invasion on microbial communities in hawaiian forests	MICROBIAL ECOLOGY	10.1007/s00248-007-9323-1
	573	search2_111714	Yes	Already picked up by search1_111714			Kochy	Wilson		2005	Variation in nitrogen deposition and available soil nitrogen in a forest-grassland ecotone in Canada	LANDSCAPE ECOLOGY	10.1007/s10980-004-2264-x
	574	search2_111714	Yes	Already picked up by search1_111714			RAPSON	WILSON		1992	"GENECOLOGY OF AGROSTIS-CAPILLARIS L (POACEAE) - AN INVADER INTO NEW-ZEALAND .2. RESPONSES TO LIGHT, SOIL FERTILITY, AND WATER AVAILABILITY"	NEW ZEALAND JOURNAL OF BOTANY	
	575	search2_111714	Yes	Already picked up by search1_111714			Cleland	Larios	Suding	2013	Strengthening Invasion Filters to Reassemble Native Plant Communities: Soil Resources and Phenological Overlap	RESTORATION ECOLOGY	10.1111/j.1526-100X.2012.00896.x
	576	search2_111714	Yes	Already picked up by search1_111714			Tharayil	Alpert	Bhowmik	2013	Phenolic inputs by invasive species could impart seasonal variations in nitrogen pools in the introduced soils: A case study with Polygonum cuspidatum	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2012.09.016
	577	search2_111714	Yes	Already picked up by search1_111714			Schaeffer	Ziegler	Belnap	2012	Effects of Bromus tectorum invasion on microbial carbon and nitrogen cycling in two adjacent undisturbed arid grassland communities	BIOGEOCHEMISTRY	10.1007/s10533-011-9668-x
	578	search2_111714	Yes	Already picked up by search1_111714			Lee	Flory	Phillips	2012	Positive feedbacks to growth of an invasive grass through alteration of nitrogen cycling	OECOLOGIA	10.1007/s00442-012-2309-9
	579	search2_111714	Yes	Already picked up by search1_111714			Hinz	Schwarzlaender	McKenney	2012	"Biogeographical comparison of the invasive Lepidium draba in its native, expanded and introduced ranges"	BIOLOGICAL INVASIONS	10.1007/s10530-012-0207-z
	580	search2_111714	No			Yes	Sanon	Beguiristain	Cebron	2012	Differences in nutrient availability and mycorrhizal infectivity in soils invaded by an exotic plant negatively influence the development of indigenous Acacia species	JOURNAL OF ENVIRONMENTAL MANAGEMENT	10.1016/j.jenvman.2011.01.025
	581	search2_111714	Yes	Already picked up by search1_111714			Mitchell	Bakker		2011	Carbon Addition as a Technique for Controlling Exotic Species in Pacific Northwest Prairies	NORTHWEST SCIENCE	10.3955/046.085.0213
	582	search2_111714	Yes	Already picked up by search1_111714			Niwa	Mariani	Kaneko	2011	Early-stage impacts of sika deer on structure and function of the soil microbial food webs in a temperate forest: A large-scale experiment	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2010.10.024
	583	search2_111714	Yes	Already picked up by search1_111714			Otfinowski	Kenkel		2010	Covariance between disturbance and soil resources dictates the invasibility of northern fescue prairies	BIOLOGICAL INVASIONS	10.1007/s10530-009-9551-z
	584	search2_111714	Yes	Already picked up by search1_111714			Alford	Vivanco	Paschke	2009	The Effects of Flavonoid Allelochemicals from Knapweeds on Legume-Rhizobia Candidates for Restoration	RESTORATION ECOLOGY	10.1111/j.1526-100X.2008.00405.x
	585	search2_111714	Yes	Already picked up by search1_111714			Claassen	Carey		2007	Comparison of slow-release nitrogen yield from organic soil amendments and chemical fertilizers and implications for regeneration of disturbed sites	LAND DEGRADATION & DEVELOPMENT	10.1002/ldr.770
	586	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Vujnovic	Wein	Dale	2000	Factors determining the centrifugal organization of remnant Festuca grassland communities in Alberta	JOURNAL OF VEGETATION SCIENCE	10.2307/3236784
	587	search2_111714	Yes	Not on invasive plants			Sackett	Smith	Basiliko	2013	Indirect and direct effects of exotic earthworms on soil nutrient and carbon pools in North American temperate forests	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2012.08.015
	588	search2_111714	Yes	Already picked up by search1_111714			Gonzalez-Munoz	Castro-Diez	Parker	2013	Differences in nitrogen use strategies between native and exotic tree species: predicting impacts on invaded ecosystems	PLANT AND SOIL	10.1007/s11104-012-1329-x
	589	search2_111714	Yes	Already picked up by search1_111714			Tanentzap	Lee	Monks	2013	Increased nitrogen cycling facilitates native forest regeneration: Potential for restoring extinct ecological processes?	ECOLOGICAL APPLICATIONS	
	590	search2_111714	Yes	Already picked up by search1_111714			Hamman	Hawkes		2013	Biogeochemical and Microbial Legacies of Non-Native Grasses Can Affect Restoration Success	RESTORATION ECOLOGY	10.1111/j.1526-100X.2011.00856.x
	591	search2_111714	Yes	Already picked up by search1_111714			Hirtreiter	Potts		2012	"Canopy structure, photosynthetic capacity and nitrogen distribution in adjacent mixed and monospecific stands of Phragmites australis and Typha latifolia"	PLANT ECOLOGY	10.1007/s11258-012-0044-2
	592	search2_111714	No			Yes	Mitchell	Lockaby	Brantley	2011	Influence of Chinese Privet (Ligustrum sinense) on Decomposition and Nutrient Availability in Riparian Forests	INVASIVE PLANT SCIENCE AND MANAGEMENT	10.1614/IPSM-D-11-00020.1
	593	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Schulte	Mottl	Palik	2011	"The association of two invasive shrubs, common buckthorn (Rhamnus cathartica) and Tartarian honeysuckle (Lonicera tatarica), with oak communities in the midwestern United States"	CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE	10.1139/X11-112
	594	search2_111714	Yes	Already picked up by search1_111714			Kirkpatrick	Lubetkin		2011	Responses of Native and Introduced Plant Species to Sucrose Addition in Puget Lowland Prairies	NORTHWEST SCIENCE	10.3955/046.085.0214
	595	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Staelens	Ameloot	Almonacid	2011	"Litterfall, litter decomposition and nitrogen mineralization in old-growth evergreen and secondary deciduous Nothofagus forests in south-central Chile"	REVISTA CHILENA DE HISTORIA NATURAL	
	596	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Gosper	Yates	Prober	2011	Fire does not facilitate invasion by alien annual grasses in an infertile Australian agricultural landscape	BIOLOGICAL INVASIONS	10.1007/s10530-010-9847-z
	597	search2_111714	Yes	Already picked up by search1_111714			Mattingly	Swedo	Reynolds	2010	Interactive effects of resource enrichment and resident diversity on invasion of native grassland by Lolium arundinaceum	PLANT ECOLOGY	10.1007/s11258-009-9665-5
	598	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Nijjer	Rogers	Siemann	2010	The Impacts of Fertilization on Mycorrhizal Production and Investment in Western Gulf Coast Grasslands	AMERICAN MIDLAND NATURALIST	
	599	search2_111714	Yes	Already picked up by search1_111714			Dodson	Peterson	Harrod	2010	"Impacts of erosion control treatments on native vegetation recovery after severe wildfire in the Eastern Cascades, USA"	INTERNATIONAL JOURNAL OF WILDLAND FIRE	10.1071/WF08194
	600	search2_111714	Yes	Soil nitrogen is strictly an independent variable			Tulio Arredondo	Johnson		2009	Root Responses to Short-Lived Pulses of Soil Nutrients and Shoot Defoliation in Seedlings of Three Rangeland Grasses	RANGELAND ECOLOGY & MANAGEMENT	
	601	search2_111714	"Yes, but has traits"	No soil nitrogen measurements presented under invasive and reference species	Yes	Yes	Friday	Scowcroft	Ares	2008	Responses of native and invasive plant species to selective logging in an Acacia koa-Metrosideros polymorpha forest in Hawai'i	APPLIED VEGETATION SCIENCE	10.3170/2008-7-18538
	602	search2_111714	No	"Cannot obtain pdf, but the abstract looks like it may have useful data"			Pei	Fu	Wan	2006	"Observations on changes in soil properties in grazed and nongrazed areas of Alxa desert steppe, inner Mongolia"	ARID LAND RESEARCH AND MANAGEMENT	10.1080/15324980600549257
	603	search2_111714	Yes	Already picked up by search1_111714			Yu	Huang	Duan	2014	Impacts of Ageratina adenophora invasion on soil physical-chemical properties of Eucalyptus plantation and implications for constructing agro-forest ecosystem	ECOLOGICAL ENGINEERING	10.1016/j.ecoleng.2013.12.050
	604	search2_111714	Yes	Already picked up by search1_111714			Balogianni	Wilson	Vaness	2014	Different Root and Shoot Responses to Mowing and Fertility in Native and Invaded Grassland	RANGELAND ECOLOGY & MANAGEMENT	10.2111/REM-D-13-00080.1
	605	search2_111714	Yes	Already picked up by search1_111714			Jaeger	Alencastro	Kaupenjohann	2013	Ecosystem changes in Galapagos highlands by the invasive tree Cinchona pubescens	PLANT AND SOIL	10.1007/s11104-013-1719-8
	606	search2_111714	Yes	Already picked up by search1_111714			Zhang	Jia	Chen	2013	Crabs Mediate Interactions between Native and Invasive Salt Marsh Plants: A Mesocosm Study	PLOS ONE	10.1371/journal.pone.0074095
	607	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species		Yes	Uddin	Steinbauer	Jentsch	2013	"Do environmental attributes, disturbances and protection regimes determine the distribution of exotic plant species in Bangladesh forest ecosystem?"	FOREST ECOLOGY AND MANAGEMENT	10.1016/j.foreco.2013.03.052
	608	search2_111714	Yes	Already picked up by search1_111714			Imada	Taniguchi	Acharya	2013	Vertical distribution of fine roots of Tamarix ramosissima in an arid region of southern Nevada	JOURNAL OF ARID ENVIRONMENTS	10.1016/j.jaridenv.2013.01.006
	609	search2_111714	Yes	Already picked up by search1_111714			Dickens	Allen	Santiago	2013	Exotic annuals reduce soil heterogeneity in coastal sage scrub soil chemical and biological characteristics	SOIL BIOLOGY & BIOCHEMISTRY	10.1016/j.soilbio.2012.09.028
	610	search2_111714	Yes	Already picked up by search1_111714			Laungani	Knops		2012	Microbial immobilization drives nitrogen cycling differences among plant species	OIKOS	10.1111/j.1600-0706.2011.20434.x
	611	search2_111714	Yes	No soil nitrogen measurements presented under invasive and reference species			Latimer	Jacobs		2012	Quantifying how fine-grained environmental heterogeneity and genetic variation affect demography in an annual plant population	OECOLOGIA	10.1007/s00442-012-2349-1
	612	search2_111714	Yes	Already picked up by search1_111714			Vallano	Selmants	Zavaleta	2012	Simulated nitrogen deposition enhances the performance of an exotic grass relative to native serpentine grassland competitors	PLANT ECOLOGY	10.1007/s11258-012-0061-1
	613	search2_111714	Yes	Already picked up by search1_111714			Leskovsek	Eler	Batic	2012	"The influence of nitrogen, water and competition on the vegetative and reproductive growth of common ragweed (Ambrosia artemisiifolia L.)"	PLANT ECOLOGY	10.1007/s11258-012-0040-6
	614	search2_111714	Yes	Already picked up by search1_111714			Gaertner	Nottebrock	Fourie	2012	"Plant invasions, restoration, and economics: Perspectives from South African fynbos"	PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS	10.1016/j.ppees.2012.05.001
	615	search2_111714	Yes	Already picked up by search1_111714			Goergen	Chambers		2012	Facilitation and interference of seedling establishment by a native legume before and after wildfire	OECOLOGIA	10.1007/s00442-011-2075-0
	616	search2_111714	Yes	Already picked up by search1_111714			Jones	Chapman		2011	The roles of biotic resistance and nitrogen deposition in regulating non-native understory plant diversity	PLANT AND SOIL	10.1007/s11104-011-0778-y
